"reviewerID"^"productID"^"positiveVotes"^"negativeVotes"^"reviewText"^"ratingGiven"^"reviewTime"
ewefluffy14830, ^2398125^12^3^"I wish I could have seen more of what I was buying. This is an ok product but if you want more detail, this is not the book for you."^2^April 21, 2012
Allica, ^10337816^2^0^"The techniques, detailed information, and step by step instructions are clear and easy to understand. I think anyone interested in colored pencils as a medium will gain a vast amount of knowledge."^5^November 12, 2014
THEDDLE, ^10337816^1^0^"I bought this book because of reviews on it and I was wanting a starting point for the basics on what supplies are recommended for using colored pencils. The book was the cheapest I found on the internet. This includes the free store pickup. Shipping at other sites would have been more. I have not read the entire book but went through it. Seems like a lot of good information to get to know. It may not be an all time how to or reference guide for more advanced people. I am not sure; however, for someone not knowing anything it is a good starting point; especially for the price.

THEDDLE"^5^May 11, 2013
1more4theCart, ^15066023^13^1^"I'm so jazzed to have a great Christian Rap CD. My grandson is nearly 4 and is learning to sing Blackeyed Peas. I'd rather have him rappin' to something that's of worth to his life and his soul."^5^February 15, 2011
YoungOkieWoman, ^15066023^8^0^"I just received the CD this week, as I pre-ordered it from Walmart.com. While I was not happy that I didn't receive it until Saturday, after it released on Tuesday---the CD itself was wonderful. Lecrae did not dissapoint. It's a wonderful mix of music with a strong Christian message. My husband and I love it!!"^5^October 5, 2010
jameskingofthekongs, ^15066023^7^0^"this was by far the best CD from Lecrae yet amazin and way deep praise the LORD!"^5^October 19, 2010
MusicIsSanity, ^15066023^3^0^"I've been a fan of Lecrae since I started listening to gospel hip-hop & he never disappoints. He is one of the best. Lyrics are always on point. I would highly recommend any of Lecrae albums. He really goes in on this album. I can listen to the whole album over & over without skipping a track!"^5^January 15, 2011
IAmPeculiar, ^15066023^3^0^"I love Lecrae! and this album did not dissapoint."^5^February 2, 2011
BiggyGriff1992, ^15066023^3^0^"I been a fan of lecrae for a few years now and i got all his music. this album is way out his usual tyle, but once i heard it i loved it. he brought out a bunch of great features, and he did more vocals than usual. i really love this album.."^5^October 22, 2010
UltimateHammer, ^15066023^2^0^"This album is awesome! I highly reccommend it!!"^5^October 22, 2010
ignawms, ^19334604^5^2^"The description was not immediately clear what it included when I made the purchase. This is a set with a book and the deck of cards. I love the cards. The images are awesome. The cards are thinner, more like normal playing cards and easier to shuffle although they are still over-sized. The images are clear and beautiful. The book has tips, tricks, spreads and meanings. It shows a black and white photograph of each card with a good description of its meaning. The book is excellent for a beginner. I would have given this 5 stars, but the box is flimsy and the smaller box inside that contained the cards is too big for the cards and also flimsy. It's not really a good box in which to store the cards. I will likely not be retaining either of the boxes. Definitely recommended."^4^September 6, 2014
Contentedhamster, ^19334604^2^0^"I bought this for a friend because she was studying Tarot and the belief is that a deck should be gifted so it's never bought with the intention for personal gain. I've looked at the artwork and it is spectacular. Every card is detailed and exquisite. The artist(s) took great time in creating the images. Also, she gave me a reading, and I must say that it was rather accurate for the questions asked. Anyhow, if you're performing Tarot readings, or just like Tarot cards with phenomenal artwork, this is a great deck."^5^March 28, 2013
Destiny29, ^16498909^1^0^"u have like 20 pages that are wild animals and other are birds"^4^February 10, 2013
MaxRI, ^332996^4^0^"This was a great value!"^5^September 23, 2012
fsrrdr, ^332996^3^0^"excellent book, paper enough to hopefully last 4 years of music college!"^5^October 13, 2014
^8201478^1^2^"I bought it for my 10 year old. She learned how to play one last school year. I got her it this summer so she could keep learning. She fell inlove with it."^4^June 15, 2016
mellissa, ^8201478^0^1^"i am happy i got the harry potter flute recorder but not happy that it didn't come with the flute."^2^January 6, 2017
^470011007^5^1^"The man, myth, legend Kenny Loggins once again effortlessly brought the fan in and out of the Danger Zone and showing them the way to get Footloose. All I can say after watching this is, This Is It. Live the only real way to take in the man, he cannot be captured 100% properly in a studio. And $12.96 for a DVD is a steal. After watching this, Momma will definitely be dancing."^5^October 11, 2017
fang39, ^470011007^1^0^"Mine just arrived! And it had a bonus--an extra CD cover, autographed by Kenny!"^5^October 20, 2017
Jenn, ^470011007^1^0^"Wow! Such a wonderful DVD! Definitely add this one to your collection."^5^October 11, 2017
BentonvilleNative, ^470011007^1^0^"I freaking love this CD. Kenny doing anything live is when he is best. Really glad he put this out."^5^October 11, 2017
maddie, ^470011007^1^0^"Kenny Loggins is a rockstar and this CD/DVD is so fun to watch and listen to!"^5^October 11, 2017
CuteEverythingcom, ^55802356^5^2^"200 Women: Who Will Change The Way You See The World is quite a significant and meaningful achievement, and I believe it will help my own daughters make significant and meaningful achievements in their own lives. The book features remarkable full-page portraits that would make the book, alone, welcome on any coffee table, library, or museum for that matter.
Yet it is the many answers these remarkably successful — by a wide variety of definitions — women offer to a set listing of questions that makes the book so meaningful and memorable. Inventors, innovators, artists, and leaders of all kinds are included. Often, just a few answers are included for a particular woman, yet this editing is welcome, and their answers are insightful, profound, and hopeful in the best sense. Other women are just featured as a portrait and a word they most identify with. A literally wonderful book."^5^November 3, 2017
06nbarnhill, ^12454024^1^1^"Cheapest I have found it and it is an amazing product. Highly recommended for anyone who liked the movie."^5^October 27, 2010
Mattitude, ^12454024^1^0^"My son absolutely loves How To Train Your Dragon and would draw all day if we let him, so he loves this book! When he opened it on Christmas Day, he insisted on flipping through each page before opening another present. :)"^5^December 27, 2010
toomanychoices, ^12454024^1^1^"My son loved the movie and he loves to draw the dragons, this book shows the development of each dragon from the early sketches to the final illustration. He and I both love this book!"^5^May 7, 2011
spirals, ^12454024^1^0^"The quality of the book is wonderful, thick pages and beutifully displayed. I love how it goes in to the background of it all and shows you beginning process of the movie and illistration. The pictures are so great in here."^5^March 2, 2012
Levica, ^12454024^0^2^"Very interesting. My grandson will love it!"^5^November 9, 2010
Tonette, ^1113993^2^0^"Sweet noise and my toddler grandson is so captivated by this DVD because he is familiar with all of the instruments--all the instruments he loves to play with and the instruments I used to play with when I was a kid. Forget the toys. A broom or a bucket will do."^5^September 27, 2008
MomKidsAndPets, ^1113993^1^0^"We love the rhythm and the inspiration to make anything into an instrument of music. My kids love it, I love it, and we think that you will also."^5^December 4, 2009
jasburns02, ^12551566^2^7^"this product is NOT a recorder! it is just a book...It didn't clarify in the description so i took a chance and ended up returning it..."^1^September 8, 2011
Ateam, ^49527094^3^0^"Excellent book to read !!! Loved every bit of it"^5^May 26, 2016
harpinman, ^2604096^2^0^"After doing a web search and reading recommendations, this was THE BOOK by Ed Friedland, (rather BOOKS, as books 1, 2, and 3 are bound together with each accompanying cd for each book) to help one learn bass guitar. Walmart had the best online price that I could find as my BAM club membership had expired. I reasoned why pay more (with the membership fee) when Walmart was cheaper? Having received the product- (UPS-MI by the way sent my package on a LOOOO-OOONG crooked route to get to me, no thanks to THEM...) and looking through it, this will help me learn to play my bass better, and help me to understand music instead of only TAB. Bass tablature, or bass tab, is a pretty simple system of music notation for bass. I have been playing some songs using tabs. If you are looking for a bass guitar instruction book this may be the best one for you to get as well as it was for I..."^5^May 7, 2013
bigguyross, ^22001249^5^0^"i recommand this movie cartoon one and all will enjoy this movie it's about halloween one of my favorite holidays"^5^March 7, 2013
Sweetheart2012, ^22001249^4^0^"Excellent movie..Great story for Halloween!!"^5^August 20, 2013
CKVShops, ^22001249^4^0^"Great cartoon movie about the history of Halloween! A timeless classic! Never found it in stores and always looking for it on TV in the fall. So happy to have found it at Walmart!"^5^October 22, 2014
Bigchief13, ^22001249^3^0^"My children loved this movie when they were little. And always wanted to see it again, and my grandchildren for the first time. They Love It."^5^September 29, 2015
Katy, ^22001249^2^0^"My kids love this movie"^5^June 2, 2015
bxcat, ^22001249^1^0^"Fast shipping. A must for us, new favorite of the grandchildren"^5^September 19, 2013
aud21, ^22001249^1^0^"i remembered this movie in the 1990s . i wish they would still play it on tv. excellemt movie."^5^November 8, 2014
MDOGD, ^22001249^1^0^"Good story."^5^November 4, 2013
Sherri, ^22001249^0^1^"My oldest daughter grew up on this movie. It was a must see every Halloween. We still watch it every year and Love it.  I have the book too and it's a great read for any age."^5^October 22, 2016
QueenNour, ^1057829^3^0^"When I was a child, my piano teacher taught me to play the piano using the John W Schaum series. This primer book teaches little children with tiny hands the initial rudimentary elements of the piano. I'm glad to see that the current publisher has kept the Schaum series true to the original brand. I recommend this series for any piano teacher teaching beginning piano to small children."^5^December 20, 2012
HubGirl, ^16731968^4^0^"I bought this for my mother and she loved it! If you are into the tv show Downtown Abby, like my mother & I are,you will be thrilled with this book. It is a wonderful book for the money! The 1.97 shipping is a real bargain & it only took 2 days to get it. Very Happy :)"^5^February 22, 2012
gilfordnh, ^16731968^1^0^"I LOVED the series, now I have the book! Excellent reading, great story. If you have not seen the series Season 1 and 2....it is a must! Wonderful acting, costumes and sets, and you can order them on walmart.com!"^5^April 16, 2012
Ring5, ^16731968^1^0^"Ordered this for my sister-in-law. She will love it!"^5^December 21, 2012
Musicmechanic, ^25644083^7^2^"I bought this new from the Walmart website. It arrived quick, but the cover had about a one inch tear. I didn't have time to send it back and get a new one, so I dealt with what I had. It's a good book for the Disney/Art fans. But I'm a little disappointed with the quality of Walmart."^4^January 27, 2014
DoctorXombie, ^391904^8^2^"This is a MUST HAVE for any artist who loves comic books. If you are just starting to to get interested in drawing, or even if you have been at it for a whiln, then this book is for you. It has something for everyone; no matter what talent level you are.
*****
Besides looking at the obvious area of drawing, it also goes into what it takes to tell a story well and to give your artwork that 'extra something' to make it stand off the page. That's the 'Marvel Way'!
*****
After owning this book for MANY years I still consult it all the time. This also makes a perfect gift."^5^August 14, 2007
Johnny, ^106798970^1^0^"My title really says it all. If you want to know why/how screenplays sell, this book lays it out in fairly simple steps.

Follow the steps and you're well on your way to your first, second, third etc... script sale.

Nothing more to say. :)"^5^February 9, 2010
lakw11, ^16343221^1^0^"Some pics are small but good reference, all inclusive"^4^December 31, 2014
Mtnmat, ^16343221^1^0^"This is a great coffee table book. Comes in hard cover and has a matching sleeve and dust cover. The book itself is fairly heavy in weight which is great but unexpected. This is a must have book if you are interested in all the paintings found in the Louvre."^5^December 27, 2013
HopeL, ^4979461^3^0^"The lesions in the book were disappointing in that they were far more advanced than the title implied. I bought this book for a middle grade student because the It he title states it is a beginner's level,. But the instructions and lessons seemed difficult, even for an adult. This is one of those times when buying in person would have been better. Or perhaps, the ad should have show a couple of pages from the inside of the book ths demonstrate the 'beginner's level' they are talking about. It seemed rather advanced to me!"^3^December 26, 2014
sistereagle, ^13920751^1^2^"I waited for this book for a long time. Walmart sold it for the lowest price allowing me to afford it."^5^December 9, 2010
lissy911, ^13920751^1^0^"I loved this book. You get an indepth look into Kat's life. A good read. Would recommend to all Kat Von D fans"^5^December 19, 2010
Wendy, ^458741^1^0^"I bought these for my mother - she has very narrow long feet and is unable to tie her shoes anymore. These are a god send! They are well made and FIT!!!! She is very happy that she can put them on herself."^5^November 5, 2013
Mary M., ^458741^1^0^"I bought this shoe for comfort while on a recent cruise. I have trouble with my feet and knew there would be a lot of walking. I was not disappointed! The shoe was very comfortable both on-board and on shore excursions. I plan on buying the white and tan, also."^5^October 27, 2013
Dianne, ^458741^1^0^"I have an adult sister with  a developmental disability - Velcro straps on shoes are an essential and hard to find in adult sizes.  She has small feet - 5.5 - and sometimes I have to buy a children s size. No more, since I've discovered these. She also had orthopedic surgery as a child and needs shoes with a lot of support. So far so good with these - I started out with the off-white pair and then added the black pair once it looked like these were going to work.  Some day, not in the too distant future  - I'm going to want Velcro options for myself! I wish more manufacturers would offer this option - not just in an athletic style, but perhaps with something a tad more fashionable!"^5^November 30, 2013
Barbara, ^458741^1^0^"too stiff for a walking shoe-especially in the toe area.Should have bought a shoe with more netting.It was too flat not enough heel height"^1^January 30, 2014
Micaela, ^458741^1^0^"I purchased this shoe for my disabled daughter who wears leg braces and needs extra wide widths. New Balance is the only shoe maker who makes extra wide width sneakers and are stylish."^5^April 24, 2012
ParadiseView, ^30529703^6^0^"Love this coloring book filled with beautiful butterfly designs against various textured backgrounds. Love the one-side thicker paper."^5^February 26, 2016
MommaD, ^30529703^5^2^"Not too intricate but enough to be therapeutic! Nices pictures!"^5^December 20, 2015
KMWD, ^30529703^3^1^"This is a very nice book and I ordered two and gave one to a friend."^5^January 4, 2016
diane, ^30529703^1^0^"very good color book"^5^January 21, 2016
Esme55, ^30529703^0^1^"I guess I expected more detail. It was ok"^3^May 3, 2016
LadyDrakon, ^228514^1^1^"My order was mishipped and consequently delayed. It arrived 1 week later than originally promised. I was compensated with a price adjustment. When I received arrival notification, I went to the store and discovered that I did not have my receipt. The clerk was able to look me up in the computer and I got my purchase. Overall, a good experience except for the shipping delay."^4^September 30, 2011
vhmom, ^16345637^1^0^"I have to admit, I'm very new to photography and am taking a class at the university. I'm only to the second chapter. I love the pictures, examples, and displays. I really enjoy how the book breaks up the information into bite-sized pieces. However, it states that they are assuming the reader is brand new to photography (which I am) and by the second chapter there were so many numbers floating around without enough examples for me to associate what they were saying that my brain was mush by the time I was finished reading the chapter. It wasn't until my professor explained it that I understood lenses better."^3^January 24, 2013
Danielkjhv, ^23257327^1^0^"Not possible because of the date made, but if this book had The Grand Budapest Hotel it would be the most perfect book ever. Wonderful incite and imagery to the movies. LOVE IT, perfect to flip through at home or while traveling."^5^June 22, 2014
Conny, ^732339010^1^0^"“O Lord, thank You for Your shelter in the storm. I need it! I rest in You,” Lisa Ham writes as a prayer overlapping a photograph in her book, Devotions from the Mountains.

~ What ~
At two-hundred-twenty-four hundred pages, this hardbound book targets those who love the mountains as they relate to God. Using mainly the New International Version of the Holy Bible, also referenced are the AMP, ESV, KJV, and NASB. A green ribbon marker is attached.

After an ownership page and table of contents, this book contains ninety devotions, each one being one to one to five pages with beautiful full-color photographs of mountains, streams, lakes, trees, and wildlife scenes. Beginning with a title and written Bible verse underneath it, several paragraphs relate to the topic regarding mountainous nature. A short prayer ends each chapter.

~Why ~
I appreciate devotionals that have little information about the author but focus on God in nature, and this book does that. The stories are brief and to the point, correlating to God and His grace, love, beauty, and creativity. Old and New Testament verses are included.

A favorite was Motorboats and Canoes with the verse of Matthew 11:28-30 written out. The discussion is about the differences in types of the boats and their uses, mentioning how we zip along in life on a motorboat but need rest and quiet a canoe offers. The writer challenges the reader to seek similar peace in prayer and meditation. The prayer thanks God for rest and His kindness and gentleness.

~ Why Not ~
Those who do not have a personal relationship with Jesus Christ may not want to get a book that focuses on getting closer to the Almighty. Others may wish there were more than ninety devotions included. I found the devotions are not in depth.

~ Wish ~
With the stunning photographs throughout the book, it draws away from the writing, so I may be one of the few that wish there were less artwork if it is meant to be more of a devotional than a gift book. Since I live in the Pacific Northwest and recognize some of the mountain ranges, I wish the photographs' locations were labeled.

~ Want ~
If you like devotionals with beautiful photographs and short reading, this is an excellent choice for someone who loves the outdoors and mountains. It would make a beautiful addition to a cabin or bed-and-breakfast bookcase or bedside table.

I am under no obligation to review this complimentary book."^4^November 1, 2017
Laughintexas, ^1061418^10^1^"My husband is the BIGGEST Beatles fan and is just learning to play the guitar. I got this for him for a gift. It has hundreds of songs in it (many that he had never heard of!) and all of the lyrics. Very cool!
The only negative is that the guitar chords are very difficult and definitely for the more advanced musician.
I still recommend it as a must for any true Beatles fan!"^4^March 3, 2008
realbarbie, ^1061418^3^0^"My husband love it, is easy to use and very helpful"^5^January 5, 2011
AriasMom, ^1061418^3^0^"My dad is a huge Beatles fan and he plays guitar so I researched Beatles chord books and decided on this one since it had the most songs in one book. He absolutely loves it and has learned SO much since using this book. He always talks about how this was his favorite birthday gift. I definitely recommend this book above all others!"^5^October 30, 2009
Loondoo, ^1061418^2^0^"The best Beatles chord book for jams and singalongs.

Most songs are arranged so that there is no page turning required--something essential during acoustic Beatle jams or singalong where you simply want to key in on chords and lyrics and not have to worry about turning pages in the middle of a song.

The only slight negative is that as is, the book won't lay flat or open to the page you'd like unless you have a music stand or book holder handy.

An easy solution is to have Walmart or Staples remove the spine and replace it with a ring binding, only costs a few bucks but is worth every penny!"^5^March 23, 2014
RayFromNC, ^1061418^1^0^"Every chord in each song is accurate......if you are looking for the real deal, than buy the book."^5^May 31, 2012
saygreenday, ^332970^1^0^"This is the best gift to give any musician or Beatles fan!!! I got this book for my boyfriend for Christmas and he just went crazy over it. I'm so glad I got this book for him. :) It topped all his over Christmas presents :)"^5^January 11, 2009
tangoargentino, ^332970^1^0^"The shopping experience with Walmart was excellent, I definitely will go back to buy there, the good thing with this book is that you have every song that The Beatles wrote, the bad thing that in order to fit them in one book the notes are written very very small so it's almost impossible to read it"^2^January 6, 2012
MMGuitar, ^332970^1^0^"Great learning tool for all levels - things for beginners all the way to pro. I wish this came out a long time ago."^5^August 1, 2010
MaroonKellBells, ^332970^1^0^"I bought this as a Christmas gift for that person who has everything. He loves The Beatles, and was very intrigued with the book. Good book, great price. Thank you, Walmart!"^5^January 10, 2010
^10914277^1^0^"I had orginially ordered just book one and decided we needed the CDs to go along with it as I only play a little so it's a learning experience for both me and my 8 year old son. The CDs are a fun addition, as the songs without the CDs or accompaniments are kind of plain. I thought if he could make it through at least part one and two I would get him professional lessons this summer. This is a great starter and very easy to follow. I also looked up some videos on you tube for finger position and posture as this book has limited information on the topics. Also without the CD's its hard to keep the time so you might download a metranome app on your phone or ipad this helped my son keep steady time as he played without the CDs."^5^January 15, 2014
CuteEverythingcom, ^47140255^2^0^"I've practiced several styles of calligraphy in years past, but it's been quite a while since I've attempted it and instead have switched over to digital design. When I saw Simply Calligraphy, I thought it would be nice to brush up on some of the simple basics and I also wanted to improve my day-to-day handwriting as well. In the book, a simple, clean italic is featured, one that I was able to easily follow and practice. I bought a new pen with several nibs and have been showing my daughter what angle to hold the pen and how to create lovely letters. I liked how the author included numbers for each stroke and I love the simple flourishes and ornaments used for decoration. I've studied the letter forms carefully to learn from them and have used this pretty italic both with my calligraphy pen, as well as a pencil or ball point pen."^5^May 2, 2016
Live2Worship, ^2443850^5^0^"'The Real Book' has some history behind it that is not normally found in the product description. For example, this product, the SIXTH edition, is the only LEGAL 'Real Book'. In fact, all prior editions were not legal, because the publisher didn't actually receive permission to use each of the songs. The bad news is that when the 6th edition was created, permission could not be obtained for many of the tunes in the 5th edition, and therefore were omitted, while others which could be, were added.

The unfortunate truth is that in the real world of JAZZ, when you get together with seasoned pros, they don't even think about there being such as thing as a legal 6th edition, because 'it just doesn't have all the songs'. So, you show up at the gig, and they immediately call a tune which YOU DON'T HAVE in your brand spankin' new 6th edition. At that point, they grimmace and either play it without you, or begrudgingly pick another tune. What's even more confusing, is that if you DO find the tune, it may in fact be in a different key or have different chord changes than the 5th edition, so once again, you're not having as much fun as you thought you would.

On a practical note, I personally find the comb binding to be really cheesy and hard to work with. How much more could a spiral binding cost? In fact, they're out there, but you have to be willing to pay twice the price.

For those who having actually seen inside one of these books, note that all of the tunes are done in 'chicken scratch' format instead of nicely formatted sheet music. If you want something that looks good, my personal favorite is 'The Ultimate Jazz Fakebook'.

For students wanting to learn jazz, there is simply NO substitute for Volumes 1 - 125 of the Jamey Aebersold Play-a-Long series. Each book contains nicely made sheet music for 'C', 'Bb' and 'Eb' instuments, plus bass. They also include discographies to help you find the oringal recordings so you can hear what they're really supposed to sound like.

Lastly, I would like to put in a 'thumbs up' for PG Music's Band-in-a-Box software, which includes the entire real book, and is another excellent resource for learning jazz."^4^November 2, 2010
WBC1109, ^4358768^21^0^"I teach piano and love this book for kids and adults. It's the best beginner piano book I have found to teach with."^5^February 13, 2014
busymom, ^4358768^5^0^"Great book for first time piano learners. My son is learning so quickly!!!"^5^March 11, 2017
melh, ^37420885^1^2^"Some of my favorite episodes. And some, well, it's a matter of personal preference."^4^June 17, 2015
LuluDownSouth, ^15751861^8^2^"This is a great DVD. The quality of the blu ray is excellent. I happen to like well made English movies with a great story line, and Downton Abbey certainly is a good TV series."^5^March 27, 2011
Ebony, ^53598232^1^0^"If I could give it zero stars I would.  I bought this for my daughter who loves to draw hoping that it would have some how to sketches in it...wrong! It has ZERO pictures and only talks about what to do if you like to draw i.e. 'take your work seriously '. Don't waste your money. I returned this as soon as I could. If you want to read a comic size book about things most serious artist know purchase this book."^1^December 6, 2017
^4406722^9^4^"I was expecting it to come with a CD to assist you not just a read along. Most Guitar books come with a play along CD so all I can do is hope I get it right. It was pretty disappointing"^3^March 20, 2008
Chumley, ^23350780^5^0^"Wish there were more shows on this season."^5^September 17, 2013
McQueen3D3, ^3618252^2^0^"This is a huge book, probably worth twice what I paid for it at the time. It is quite generously illustrated in full color. Most of the Wright home designs that were built are in here, and you will enjoy the pictures that give you the gist of the design, but no floor plans. However, it is a very high quality book and the illustrations are tasty eye candy and almost from cover to cover so I was very pleased with what I got. Great for anyone with an interest in residential architecture."^5^August 30, 2013
ninehall, ^28379256^5^0^"I got to see this movie early before it's official release and it is outstanding! We need more family friendly films like this one and I applaud the producers for making a film that everyone in the family can watch and enjoy! A Season of Miracles is a must add for your home movie collection."^5^September 10, 2013
sherrikw, ^28379256^1^0^"The friendship between Rafer (Grayson Russell) and Zack (Andrew Wilson Williams) is at the heart of this story that touches on current issues like autism and bullying. The movie is entertaining; happy and at times, heart-wrenching. The entire baseball team and the adults actors deliver masterful performances of Rusty Whiteners amazing novel, 'A Season of Miracles.' This is a movie that is not to be missed."^5^September 19, 2013
DGJeff, ^28379256^1^0^"An inspiring family movie with timeless lessons of faith, family and friendship best describe this new movie based on the Rusty Whitener novel of the same name. These fun-loving kids teach us all how to be witnesses of our faith through simply being kind to one another! This story also addresses the issue of bullying today as the kids on the Robins baseball team invite a boy with autism to join their team and find out the lessons he teaches them become enduring ones. This makes a great choice for family movie night, for church youth groups or kids' Sunday School classes. I highly recommend you get it today!!"^5^October 3, 2013
DaHud, ^28379256^0^1^"This is the most wonderful story. I loved the book and can't wait to see the rest of the movie. It's family friendly and has some great teaching moments for all ages."^5^September 19, 2013
FooFightersRock, ^23339820^2^0^"Reel to Reel is how music should be recorded. Dave Grohl and many legendary musicians do a great job of explaining that. Check out the legendary LA recording studio. An excellent documentary with some kick butt music."^5^January 9, 2015
wmdude1255, ^1079517^6^0^"Watching these brought back memories. I remember
when many of these were airing on Vh1 in the early
90's. All of these will be remembered especially the
ones for 'Freedom 90' 'Faith' 'Too Funky' 'Father Figure' and 'Don't Let the Sun Go Down on Me'. They will never be forgotton. I give this collection
a 10. If you've never heard of George Michael's music,
this is an excellent introduction."^5^January 29, 2010
Skeibler, ^1079517^4^1^"Any time I want something to make me feel good watching this does the trick. I really hope they will come out with some of the older stuff now...
a Wham! music video DVD.
But with the bonus interview of George Michael on the BBC in this DVD...could any fan ask for more?"^5^July 12, 2007
Carolyn, ^1079517^1^0^"I love this DVD, it had a lot of his old stuff but also a lot of new and included an interview that I found interesting and funny."^5^February 9, 2016
Mandy, ^20747228^1^0^"Anniversary present for hubby"^5^June 6, 2015
^20747228^1^0^"This is a great book for collectors and Firefly fans. It combines 3 of the companion books from the series with a few extras in it. Beautifully put together."^5^July 30, 2015
snes, ^53589457^9^3^"You said it was a system and it is just a book"^1^October 11, 2016
TheAnimatingAnimal, ^14704432^0^1^"This book may be frustrating for beginning artists. However, if you are already into character design or want to branch out into the Furry art world; this book is excellent. It will help polish existing hand rendering skills and shows the thought and design processes used by some other artists.

It's excellent for pro artists to help stay on top of their game in between projects. It also shows little tricks that other artists have developed in the industry to make proportional details easier and faster. A good artist never stops creating, observing and learning."^5^December 29, 2013
pollock1, ^1102006^2^0^"I bought this for myself for Christmas and it is a very good quality DVD. I would buy it again"^5^December 15, 2012
sardonicone, ^284659^17^0^"Excellent dimensions. The texture of the paper feels great to draw and write on. It seems to accept ink, charcoal, and pencil very well."^5^December 9, 2013
ThankYou, ^284659^1^1^"Would I buy one of these again? Yes! Excellent Quality! Thanks!"^5^October 31, 2015
XxxyzXzyxx, ^45144160^6^1^"These Adult coloring books are a new trend and a great way to relieve stress, anxiety & an opportunity to slow down a bit on a hectic day. This is a book for adults as the pictures are extremely detailed and cannot be finished in one sitting. You really want take your time spending your quiet time enjoying a favorite past time activity!

Great buy with many many hours of coloring ahead of you! I definitely recommend it!"^5^January 27, 2016
mamaluchi, ^45144160^2^0^"Start to finish is great brain challenge. Only wish Walmart carried larger boxes of colored pencils than just 24!"^5^December 27, 2015
Sherilyn, ^45144160^2^0^"Absolutely great book, wonderful designs to color."^5^December 13, 2015
GrandmaGG, ^45144160^1^0^"Product as described and I am satisfied with my purchase"^4^December 27, 2015
carol, ^45144160^0^1^"loved it"^5^January 13, 2016
DEEMATT, ^45144160^0^1^"PURCHASED ONLINE AND THOUGHT IT WAS HARDCOVER. FOR THE PRICE I GUESS IT'S OK."^2^December 30, 2015
spider129, ^7764816^1^0^"This book is truly awsome,you can not call yourself a Indiana Jones fan until you own this book,from the time Steven Spielberg meets George Lucas in 1968 until the final shot of the Cyrstal Skull,this book as it all.It is very well written and the behind the set pictures that can only be seen here,are wonderful,this book is 300 pages and 5 pounds worth of Indiana Jones.Great product,great value."^5^August 4, 2008
spider129, ^7764816^1^0^"This book is truly awsome,you can not call yourself a Indiana Jones fan until you own this book,from the time Steven Spielberg meets George Lucas in 1968 until the final shot of the Cyrstal Skull,this book as it all.It is very well written and the behind the set pictures that can only be seen here,are wonderful,this book is 300 pages and 5 pounds worth of Indiana Jones.Great product,great value."^5^August 4, 2008
Jeena, ^19719804^1^0^"I expected a book that sowed how to draw 50 things--NO WAY!"^1^December 8, 2015
Mary, ^19719804^1^0^"Good book for beginners. just not very young."^5^December 30, 2015
Yuukineko, ^3660106^19^2^"I definitely recommend this to any of my fellow manga/anime artists. I absolutely love it. It's the best thing ever. This also has how to create/edit your drawings in Photoshop. But I could be wrong. I had it for years but it started falling apart so I gave it away to a friend. Anyways, I just order a new one cause it's the best How to/Guide book I've ever had. I have Manga for Dummies also and it's a wonderful, informative book. But it's mostly just reading. So I think this one's is way better. Just my opinion of course. <3 Also this has a few surrealism creatures like bugs and stuff in it too. Shows you how to draw a ton of stuff...."^5^July 17, 2011
M10rod, ^50721555^0^5^"It was a gift for my niece. Product looked good. Not much else I can say since I'm not using it myself"^5^December 31, 2016
ganmama, ^1276593^5^0^"This book is packed with so much information, I am well pleased with this purchase."^5^January 30, 2010
^1276593^2^0^"Came earlier than expected, and the book is easy to follow! Simple, but effective!"^5^January 11, 2013
Ashy07, ^1276593^1^0^"From what I have read so far its a great book. Can't wait to read the rest of it."^5^January 9, 2014
weblady, ^30039905^2^0^"This was a wonderful read. Paul opens up about his life and the many obstacles he overcame to be the man he is today. I would recommend this book to any Kiss fan or any Paul Stanley fans."^5^May 14, 2014
2sexyeyes, ^30039905^2^0^"Book ordered came quick and in excellent condition."^5^April 15, 2014
FallenAngelStar, ^30039905^1^0^"Excellent book. Worth the price. Hard to put down."^5^June 11, 2015
Taylor, ^549123^1^0^"We had this cookbook in a condo we rented in Arizona. The recipes are great, but even more interesting are the bios and photos of great western actors and actresses. We bought this as a gift for a western loving neighbor who watches our house in Michigan."^5^January 5, 2017
LiveandworkatWalmart, ^21135805^4^0^"It has a lot of patterns for me to learn."^5^November 14, 2013
ccmontgomery, ^21135805^4^1^"I was a doodler all of my life but I always thought I had no talent for drawing. After a few days practicing the designs in this book, I can look at anything and 'see' patterns emerge and I'm even learning to make my zentagles into beautiful and interesting ZIAs! I'm relaxed and the time goes by so quickly. Who needs TV when this is so soothing?!"^5^November 14, 2014
bjdosar, ^5583649^1^0^"very good if you are already familiar with watercolor properties."^5^February 28, 2010
towner, ^1981222^1^1^"Well written book...very insightful...worth the price and effort to obtain."^5^January 6, 2010
dancinglizard, ^21270357^8^0^"I'm a fan of owl city and this album is epic! I would recommend it for anyone who is a fan of owl city!!"^5^August 23, 2012
megy9412, ^21270357^2^0^"It's deffinerly different from his other stuff but also definitely worth listening"^4^September 17, 2012
